section,pattern,n,nops,segment_size,shortcuts_per_junction,max_skip_level,level_probability,local_interval,sub_interval,t_j,soft_pct,hard_pct,flagged_ratio_limit,min_seg_len_pct,max_suboptimal_segments,min_suboptimal_events_before_global,emergency_hard_segment_ratio,stop_crash_local_sub,block_size,seed,mean_base_seed,median_base_seed,mean_eval_id,median_eval_id,mean_jli_avg_us,median_jli_avg_us,mean_jli_ci_hi_us,median_jli_ci_hi_us,mean_jli_ci_lo_us,median_jli_ci_lo_us,mean_jli_dissolve_rate,median_jli_dissolve_rate,mean_jli_effective_cost,median_jli_effective_cost,mean_jli_efficiency,median_jli_efficiency,mean_jli_global_rebuild,median_jli_global_rebuild,mean_jli_jitter_us,median_jli_jitter_us,mean_jli_local_rebuild,median_jli_local_rebuild,mean_jli_local_scan,median_jli_local_scan,mean_jli_max_us,median_jli_max_us,mean_jli_mem_bytes,median_jli_mem_bytes,mean_jli_min_us,median_jli_min_us,mean_jli_p50_us,median_jli_p50_us,mean_jli_p95_us,median_jli_p95_us,mean_jli_p99_us,median_jli_p99_us,mean_jli_rebuild_node_touches,median_jli_rebuild_node_touches,mean_jli_rebuild_rate,median_jli_rebuild_rate,mean_jli_stddev_us,median_jli_stddev_us,mean_jli_steps_avg,median_jli_steps_avg,mean_jli_steps_p99,median_jli_steps_p99,mean_jli_sub_rebuild,median_jli_sub_rebuild,mean_jli_sub_scan,median_jli_sub_scan,mean_label,median_label,mean_mem_ratio,median_mem_ratio,mean_param_set,median_param_set,mean_ratio,median_ratio,mean_repetition,median_repetition,mean_repetitions_count,median_repetitions_count,mean_sl_avg_us,median_sl_avg_us,mean_sl_ci_hi_us,median_sl_ci_hi_us,mean_sl_ci_lo_us,median_sl_ci_lo_us,mean_sl_jitter_us,median_sl_jitter_us,mean_sl_max_us,median_sl_max_us,mean_sl_mem_bytes,median_sl_mem_bytes,mean_sl_min_us,median_sl_min_us,mean_sl_p50_us,median_sl_p50_us,mean_sl_p95_us,median_sl_p95_us,mean_sl_p99_us,median_sl_p99_us,mean_sl_stddev_us,median_sl_stddev_us,mean_win_rate,median_win_rate,ratio_ci_low,ratio_ci_high,wilcoxon_p,sign_p
STATIC,miss,250000,71428,256,32,7,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,8,42,47.5,47.5,1.0,1.0,0.598604,0.54751,0.661544,0.594435,0.535668,0.50095,0.0,0.0,3787632.7,3464342.5,2.7272694e-07,2.8867545e-07,0.0,0.0,0.517031,0.343845,0.0,0.0,0.0,0.0,1.103448,0.863665,6327435.2,6327408.0,0.43522,0.41881,0.551217,0.52698,0.9310499999999999,0.75471,1.068247,0.83318,0.0,0.0,0.0,0.0,0.168572,0.10900499999999999,15.751999999999999,15.835,23.7,24.0,0.0,0.0,0.0,0.0,256-32-7-0.50,256-32-7-0.50,0.7911211,0.791266,0.0,0.0,0.9867540420100493,0.974402,0.0,0.0,30.0,30.0,0.605189,0.5669200000000001,0.662076,0.61183,0.5483020000000001,0.522005,0.4507,0.30889,1.067612,0.90203,7998068.8,7996572.0,0.444713,0.42752999999999997,0.569572,0.55061,0.871939,0.774455,1.020273,0.8688750000000001,0.152359,0.10665,0.6233333,0.6,0.9578680690290526,1.015640014991046,0.431640625,0.75390625
STATIC,miss,500000,142857,256,32,7,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,16,42,47.5,47.5,1.0,1.0,1.075594,1.07822,1.210267,1.23374,0.9409190000000001,0.94444,0.0,0.0,13605204.0,13638385.0,7.4226851e-08,7.335912499999999e-08,0.0,0.0,0.850167,0.71737,0.0,0.0,0.0,0.0,2.057457,1.826535,12649012.8,12648988.0,0.613148,0.592595,1.080749,1.107955,1.560684,1.59656,1.930914,1.775385,0.0,0.0,0.0,0.0,0.360705,0.345635,15.978,16.005000000000003,24.1,24.0,0.0,0.0,0.0,0.0,256-32-7-0.50,256-32-7-0.50,0.7907605,0.7907964999999999,0.0,0.0,0.9723386092083525,0.9752080000000001,0.0,0.0,30.0,30.0,1.104766,1.110385,1.239802,1.2436850000000002,0.96973,0.959345,0.765259,0.75854,1.941754,1.9318149999999998,15996012.0,15995252.0,0.622784,0.6167050000000001,1.105383,1.125945,1.653991,1.629795,1.8706429999999998,1.84107,0.36167699999999997,0.33903,0.5799998,0.6,0.9406502461682404,1.0040269722484645,0.10546875,0.34375
STATIC,miss,50000,14285,256,32,4,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,24,42,47.5,47.5,1.0,1.0,0.322016,0.31975,0.36115200000000003,0.374945,0.282879,0.273995,0.0,0.0,407568.18,404705.5,2.5132211e-06,2.4737124999999997e-06,0.0,0.0,0.313664,0.259425,0.0,0.0,0.0,0.0,0.638309,0.5543199999999999,1265677.6,1265684.0,0.219971,0.20763500000000001,0.292168,0.27363000000000004,0.497675,0.5143949999999999,0.605833,0.548575,0.0,0.0,0.0,0.0,0.104822,0.093795,13.349,13.25,18.916,19.0,0.0,0.0,0.0,0.0,256-32-4-0.50,256-32-4-0.50,0.7910611,0.791224,0.0,0.0,0.828555864980334,0.8516295,0.0,0.0,30.0,30.0,0.392086,0.38389,0.436002,0.4389,0.348167,0.33469000000000004,0.346753,0.328405,0.73168,0.71801,1599977.6,1599608.0,0.264583,0.246355,0.35387799999999997,0.34614999999999996,0.59354,0.625745,0.700633,0.7080150000000001,0.117626,0.12446499999999999,0.8633334,0.866667,0.7856062367925903,0.8715054931680776,0.001953125,0.001953125
STATIC,random,1000000,285714,256,32,11,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,3,42,47.5,47.5,1.0,1.0,1.582629,1.643165,1.7422710000000001,1.801955,1.422991,1.4875349999999998,0.0,0.0,40093767.0,41627235.0,2.5446239e-08,2.4023135e-08,0.0,0.0,0.647028,0.55374,0.0,0.0,0.0,0.0,2.334038,2.331395,25333627.2,25333684.0,0.79704,0.8011550000000001,1.640131,1.7492100000000002,2.131212,2.181585,2.287159,2.29054,0.0,0.0,0.0,0.0,0.42757,0.449265,17.595,17.509999999999998,29.0,29.0,0.0,0.0,0.0,0.0,256-32-11-0.50,256-32-11-0.50,0.7917899,0.7917755,0.0,0.0,1.1407456922139503,1.1946055,0.0,0.0,30.0,30.0,1.388101,1.445695,1.547735,1.5805850000000001,1.228466,1.31683,1.141584,0.645435,2.722611,2.19429,31995390.4,31995792.0,0.78221,0.80192,1.34145,1.4393850000000001,1.843419,1.8641100000000002,2.483035,2.13417,0.427558,0.33955,0.1966666,0.2,1.090865842319408,1.1906255421084926,0.00390625,0.021484375
STATIC,random,100000,28571,256,32,7,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,6,42,47.5,47.5,1.0,1.0,0.493955,0.435385,0.554735,0.50674,0.433175,0.37167,0.0,0.0,1251015.93,1102659.0,9.1405123e-07,9.069338e-07,0.0,0.0,0.49779,0.393255,0.0,0.0,0.0,0.0,1.048308,0.9259949999999999,2532660.8,2532656.0,0.283424,0.23896499999999998,0.465227,0.3879,0.73126,0.72776,0.963015,0.8892100000000001,0.0,0.0,0.0,0.0,0.16279,0.14604,13.886,14.02,21.1,21.0,0.0,0.0,0.0,0.0,256-32-7-0.50,256-32-7-0.50,0.7917139,0.7920054999999999,0.0,0.0,0.7737927567172722,0.761356,0.0,0.0,30.0,30.0,0.646727,0.55464,0.726689,0.641345,0.566764,0.467935,0.589354,0.4921,1.264413,1.18265,3198965.6,3197792.0,0.3582,0.29756,0.610383,0.490725,1.003592,0.99091,1.19974,1.158115,0.214165,0.20244499999999999,0.85,0.866667,0.7269436170880988,0.8206418963464456,0.001953125,0.001953125
STATIC,random,250000,71428,256,32,9,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,3,42,47.5,47.5,1.0,1.0,0.373207,0.37658,0.381303,0.3835,0.365111,0.36746500000000004,0.0,0.0,2363805.2,2385200.0,4.2357466e-07,4.192624e-07,0.0,0.0,0.065165,0.0555,0.0,0.0,0.0,0.0,0.435382,0.42742,6333764.0,6333724.0,0.34664300000000003,0.34836,0.367324,0.370235,0.417847,0.41207,0.43249,0.42335,0.0,0.0,0.0,0.0,0.021679999999999998,0.018135,15.328,15.135,24.9,24.5,0.0,0.0,0.0,0.0,256-32-9-0.50,256-32-9-0.50,0.7919122,0.7920609999999999,0.0,0.0,0.989562085998165,0.9944325,0.0,0.0,30.0,30.0,0.377305,0.374295,0.386286,0.380815,0.368323,0.36802,0.079928,0.059385,0.461956,0.44014,7998068.8,7996572.0,0.35139,0.350375,0.371105,0.370625,0.418934,0.401265,0.451032,0.42854,0.024056,0.01725,0.5133333,0.516667,0.962693317319091,1.016430854677239,0.431640625,0.75390625
STATIC,random,500000,142857,256,32,9,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,5,42,47.5,47.5,1.0,1.0,0.51171,0.5073399999999999,0.517439,0.510375,0.505985,0.502175,0.0,0.0,6478290.2,6423135.0,1.5463481e-07,1.556913e-07,0.0,0.0,0.041745,0.031625,0.0,0.0,0.0,0.0,0.555928,0.5389299999999999,12660048.8,12659984.0,0.492258,0.492295,0.5097780000000001,0.502965,0.537265,0.52215,0.551525,0.53329,0.0,0.0,0.0,0.0,0.01534,0.00946,15.688,15.52,25.5,25.0,0.0,0.0,0.0,0.0,256-32-9-0.50,256-32-9-0.50,0.7914505,0.791491,0.0,0.0,1.0056442315867877,1.027279,0.0,0.0,30.0,30.0,0.50913,0.498335,0.517896,0.50362,0.500367,0.491105,0.076281,0.050565,0.586984,0.550465,15996012.0,15995252.0,0.485483,0.48185,0.50183,0.492645,0.550588,0.5282199999999999,0.578112,0.547145,0.023475,0.01525,0.4199999,0.3333335,0.9868848601905746,1.0244036029830008,0.4921875,1.0
STATIC,random,50000,14285,256,32,6,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,4,42,47.5,47.5,1.0,1.0,0.191342,0.19163999999999998,0.205734,0.20465,0.176949,0.17663,0.0,0.0,242470.87,242861.59999999998,4.1349386e-06,4.1176469999999996e-06,0.0,0.0,0.138125,0.12132,0.0,0.0,0.0,0.0,0.334602,0.31583,1267210.4,1267212.0,0.161112,0.162625,0.177645,0.175485,0.254632,0.254105,0.315771,0.301125,0.0,0.0,0.0,0.0,0.038548,0.035485,13.341,13.165,20.2,20.0,0.0,0.0,0.0,0.0,256-32-6-0.50,256-32-6-0.50,0.7920191,0.792169,0.0,0.0,0.8961003140317316,0.8806735,0.0,0.0,30.0,30.0,0.214443,0.208285,0.228886,0.22055999999999998,0.199997,0.19600499999999998,0.114314,0.11291,0.327068,0.333685,1599977.6,1599608.0,0.176542,0.17671,0.202566,0.19473000000000001,0.28505,0.266455,0.316882,0.32358,0.038689,0.034545,0.8,0.8333335,0.8554968080178252,0.936703820045638,0.001953125,0.001953125
STATIC,sequential,1000000,285714,256,16,8,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,24,42,47.5,47.5,1.0,1.0,0.107475,0.104965,0.113795,0.114105,0.101152,0.099375,0.0,0.0,2664608.5,2602458.5,3.7618127e-07,3.8426885000000005e-07,0.0,0.0,0.064787,0.04949,0.0,0.0,0.0,0.0,0.176911,0.153945,24793040.8,24792988.0,0.094163,0.093295,0.102696,0.1011,0.134991,0.131715,0.167484,0.150915,0.0,0.0,0.0,0.0,0.016934,0.01347,16.848,16.950000000000003,27.4,27.0,0.0,0.0,0.0,0.0,256-16-8-0.50,256-16-8-0.50,0.7748943,0.7748809999999999,0.0,0.0,1.1257166294754026,1.1459125000000001,0.0,0.0,30.0,30.0,0.09562,0.09468,0.103028,0.101915,0.088213,0.08826500000000001,0.076419,0.07639,0.175176,0.17694,31995390.4,31995792.0,0.082274,0.082375,0.089553,0.08995,0.131821,0.126585,0.165971,0.165005,0.019842,0.019514999999999998,0.1466667,0.1,1.073210614703684,1.1782226442471213,0.00390625,0.021484375
STATIC,sequential,100000,28571,256,16,5,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,16,42,47.5,47.5,1.0,1.0,0.185564,0.187165,0.192524,0.19498500000000002,0.178601,0.179335,0.0,0.0,460369.68,464343.0,2.1785628e-06,2.1536610000000002e-06,0.0,0.0,0.038897,0.03812,0.0,0.0,0.0,0.0,0.220004,0.22047,2480920.0,2480916.0,0.14793,0.15039999999999998,0.180093,0.17998999999999998,0.215441,0.21641,0.21899,0.2195,0.0,0.0,0.0,0.0,0.018644,0.018904999999999998,14.813,14.67,23.8,24.0,0.0,0.0,0.0,0.0,256-16-5-0.50,256-16-5-0.50,0.7755395,0.7758165,0.0,0.0,0.9212196540550309,0.905688,0.0,0.0,30.0,30.0,0.201543,0.202575,0.206842,0.207855,0.196245,0.197255,0.027281,0.027165,0.226765,0.22708,3198965.6,3197792.0,0.165174,0.169205,0.198661,0.19896999999999998,0.223066,0.224195,0.225941,0.22632,0.014187,0.013535,0.7966666,0.8833335,0.8797516939359369,0.962687614174125,0.009765625,0.109375
