section,pattern,n,nops,segment_size,shortcuts_per_junction,max_skip_level,level_probability,local_interval,sub_interval,t_j,soft_pct,hard_pct,flagged_ratio_limit,min_seg_len_pct,max_suboptimal_segments,min_suboptimal_events_before_global,emergency_hard_segment_ratio,stop_crash_local_sub,block_size,seed,mean_base_seed,median_base_seed,mean_eval_id,median_eval_id,mean_jli_avg_us,median_jli_avg_us,mean_jli_ci_hi_us,median_jli_ci_hi_us,mean_jli_ci_lo_us,median_jli_ci_lo_us,mean_jli_dissolve_rate,median_jli_dissolve_rate,mean_jli_effective_cost,median_jli_effective_cost,mean_jli_efficiency,median_jli_efficiency,mean_jli_global_rebuild,median_jli_global_rebuild,mean_jli_jitter_us,median_jli_jitter_us,mean_jli_local_rebuild,median_jli_local_rebuild,mean_jli_local_scan,median_jli_local_scan,mean_jli_max_us,median_jli_max_us,mean_jli_mem_bytes,median_jli_mem_bytes,mean_jli_min_us,median_jli_min_us,mean_jli_p50_us,median_jli_p50_us,mean_jli_p95_us,median_jli_p95_us,mean_jli_p99_us,median_jli_p99_us,mean_jli_rebuild_node_touches,median_jli_rebuild_node_touches,mean_jli_rebuild_rate,median_jli_rebuild_rate,mean_jli_stddev_us,median_jli_stddev_us,mean_jli_steps_avg,median_jli_steps_avg,mean_jli_steps_p99,median_jli_steps_p99,mean_jli_sub_rebuild,median_jli_sub_rebuild,mean_jli_sub_scan,median_jli_sub_scan,mean_label,median_label,mean_mem_ratio,median_mem_ratio,mean_param_set,median_param_set,mean_ratio,median_ratio,mean_repetition,median_repetition,mean_repetitions_count,median_repetitions_count,mean_sl_avg_us,median_sl_avg_us,mean_sl_ci_hi_us,median_sl_ci_hi_us,mean_sl_ci_lo_us,median_sl_ci_lo_us,mean_sl_jitter_us,median_sl_jitter_us,mean_sl_max_us,median_sl_max_us,mean_sl_mem_bytes,median_sl_mem_bytes,mean_sl_min_us,median_sl_min_us,mean_sl_p50_us,median_sl_p50_us,mean_sl_p95_us,median_sl_p95_us,mean_sl_p99_us,median_sl_p99_us,mean_sl_stddev_us,median_sl_stddev_us,mean_win_rate,median_win_rate,ratio_ci_low,ratio_ci_high,wilcoxon_p,sign_p
INSERT,adversarial,50000,2000000,8192,24,1,0.500000,700,1000,0.318602,0.178539,0.459105,0.327735,0.143966,0.501797,5,0.864102,0.061065,8,42,45.0,45.0,1.0,1.0,0.112858,0.12158,0.126454,0.14231,0.099262,0.10013,0.0,0.0,5560298.0,5990109.0,1.8241656e-07,1.669419e-07,0.0,0.0,0.038376,0.0513,1200.0,1200.0,25720.0,25720.0,0.143104,0.16495,49267584.0,49267584.0,0.094502,0.09447,0.103982,0.10086,0.139368,0.1634,0.142358,0.16466,44056340.0,44056340.0,0.000183,0.000183,0.01901,0.02697,13.26,13.26,25.0,25.0,2460.0,2460.0,20000.0,20000.0,8192-24-1-0.50,8192-24-1-0.50,0.7511192,0.751167,0.0,0.0,1.353240080482193,0.924284,0.0,0.0,10.0,10.0,0.121086,0.12884,0.13367,0.14773,0.108498,0.10833,0.026708,0.02518,0.144222,0.16451,65592236.8,65588080.0,0.10203999999999999,0.10132,0.11713,0.11287,0.14230399999999999,0.16041,0.143838,0.16448,0.017594000000000002,0.0252,0.84,0.9,1.2638953985665962,1.4425847623977897,8.165836334228516e-06,0.004077315330505371
INSERT,hotspot,50000,2000000,256,32,4,0.500000,1300,2000,0.139407,0.268887,0.560038,0.304008,0.153014,0.546747,4,0.969262,0.056850,24,42,45.0,45.0,1.0,1.0,0.421092,0.41021,0.470128,0.46133,0.372056,0.36019,0.0,0.0,1569130.2,1529115.0,6.5488338e-07,6.539732e-07,0.0,0.0,0.165758,0.1727,94.2,92.0,703.4,703.0,0.575202,0.56272,3726776.0,3726688.0,0.35491,0.33505,0.402238,0.38469,0.539164,0.53607,0.567994,0.55739,4607935.2,4626949.0,2.7799999999999998e-05,2.8e-05,0.068554,0.06992,22.576,22.61,34.68,34.7,462.0,461.0,480.0,480.0,256-32-4-0.50,256-32-4-0.50,0.7938798,0.793731,0.0,0.0,1.2764027819351524,1.400735,0.0,0.0,10.0,10.0,0.2983,0.30917,0.325436,0.33757,0.271166,0.26306,0.086978,0.08218,0.379426,0.35867,4694384.0,4695024.0,0.259536,0.2543,0.287982,0.29291,0.35709399999999997,0.35034,0.37496,0.35701,0.037932,0.0361,0.02,0.0,1.2435806757721128,1.309224888098192,5.960464477539063e-08,5.960464477539063e-08
INSERT,random,50000,2000000,256,32,5,0.500000,900,1600,0.143873,0.275017,0.468214,0.252574,0.145391,0.663793,2,0.840693,0.053623,12,42,45.0,45.0,1.0,1.0,0.459428,0.44421,0.495688,0.47181,0.423168,0.42171,0.0,0.0,1753445.2,1694376.0,5.7164716e-07,5.901878e-07,2.0,2.0,0.108538,0.09402,176.8,172.0,1050.0,1050.0,0.561296,0.52733,3816555.2,3816744.0,0.396326,0.39017,0.448672,0.44737,0.540872,0.5176,0.5572079999999999,0.52538,6697060.6,6758198.0,3.9e-05,3.9e-05,0.050692,0.04367,17.314,17.22,28.94,28.6,600.0,600.0,620.0,620.0,256-32-5-0.50,256-32-5-0.50,0.7954884,0.795346,0.0,0.0,1.1610524303697851,1.206354,0.0,0.0,10.0,10.0,0.383392,0.37769,0.413568,0.399,0.353222,0.35541,0.08116999999999999,0.04908,0.458612,0.41714,4797752.0,4798168.0,0.337452,0.3342,0.375688,0.37276,0.449828,0.41397,0.45686,0.41651,0.042182000000000004,0.02979,0.060000000000000005,0.1,1.1406889607737443,1.181415899965826,5.960464477539063e-08,5.960464477539063e-08
INSERT,sequential,50000,2000000,512,20,3,0.500000,1100,1200,0.333473,0.254385,0.374128,0.295578,0.249266,0.103974,6,0.968238,0.080881,16,42,45.0,45.0,1.0,1.0,0.11177000000000001,0.10644,0.128406,0.12267,0.09513,0.09222,0.0,0.0,273572.48,260525.8,3.7338664e-06,3.838391e-06,0.0,0.0,0.049056,0.03102,0.0,0.0,420.0,420.0,0.158342,0.14609,2447627.2,2447616.0,0.090064,0.09084,0.106676,0.09431,0.14529,0.14144,0.15573,0.14516,938880.0,938880.0,2.1e-05,2.1e-05,0.023264,0.0227,23.038,23.08,55.74,55.8,410.0,410.0,410.0,410.0,512-20-3-0.50,512-20-3-0.50,0.765423,0.765845,0.0,0.0,1.1599137097170933,1.089209,0.0,0.0,10.0,10.0,0.09978,0.1026,0.109348,0.11718,0.090212,0.08802,0.022586000000000002,0.02937,0.121828,0.13975,3197750.4,3196000.0,0.082968,0.08067,0.098596,0.09611,0.118602,0.13348,0.121184,0.13849,0.013375999999999999,0.01731,0.16,0.2,1.1324064828847678,1.1874209365494188,5.960464477539063e-08,5.960464477539063e-08
INSERT,zipfian,50000,2000000,256,24,6,0.500000,700,1600,0.399697,0.290827,0.331190,0.291272,0.214448,0.552983,5,0.854589,0.063454,4,42,45.0,45.0,1.0,1.0,0.23604,0.2385,0.245378,0.2494,0.226696,0.22646,0.0,0.0,849428.14,858085.5,1.1777016e-06,1.165385e-06,0.0,0.0,0.027292,0.02844,16.6,17.0,1240.6,1241.0,0.261194,0.26399,3598723.2,3598216.0,0.218978,0.21786,0.232982,0.23228,0.2566,0.26232,0.260276,0.26366,5610761.0,5607787.0,3e-05,3e-05,0.013058,0.01524,12.512,12.48,29.92,30.0,580.0,580.0,580.0,580.0,256-24-6-0.50,256-24-6-0.50,0.7872548,0.787468,0.0,0.0,1.4558260677288417,1.389758,0.0,0.0,10.0,10.0,0.167812,0.16796,0.176942,0.17842,0.158686,0.16003,0.022852,0.01847,0.190554,0.18808,4571230.4,4572800.0,0.150644,0.15149,0.166842,0.1652,0.18625,0.18704,0.189694,0.18787,0.01276,0.01175,0.0,0.0,1.4326427611098163,1.4790093743478672,5.960464477539063e-08,5.960464477539063e-08
