run,discarded,section,pattern,n,nops,param_set,label,segment_size,shortcuts_per_junction,max_skip_level,level_probability,local_interval,sub_interval,t_j,soft_pct,hard_pct,flagged_ratio_limit,min_seg_len_pct,max_suboptimal_segments,min_suboptimal_events_before_global,emergency_hard_segment_ratio,stop_crash_local_sub,block_size,jli_avg_us,jli_min_us,jli_max_us,jli_p50_us,jli_p95_us,jli_p99_us,jli_stddev_us,jli_jitter_us,jli_ci_lo_us,jli_ci_hi_us,sl_avg_us,sl_min_us,sl_max_us,sl_p50_us,sl_p95_us,sl_p99_us,sl_stddev_us,sl_jitter_us,sl_ci_lo_us,sl_ci_hi_us,ratio,win_rate,jli_mem_bytes,sl_mem_bytes,jli_steps_avg,jli_steps_p99,jli_dissolve_rate,jli_rebuild_rate,jli_local_scan,jli_sub_scan,jli_local_rebuild,jli_sub_rebuild,jli_global_rebuild,jli_rebuild_node_touches,jli_effective_cost,jli_efficiency,mem_ratio,repetition,seed,base_seed,repetitions_count,eval_id
2,False,STATIC,random,50000,14285,0,256-32-6-0.50,256,32,6,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,4,0.19246,0.16421,0.29797,0.17953,0.25778,0.28656,0.03406,0.10703,0.17975,0.20518,0.19324,0.16960,0.31422,0.18513,0.23547,0.29324,0.02875,0.10811,0.18251,0.20397,0.969769,0.633333,1267248,1603696,13.08,20.00,0.000000,0.000000,0,0,0,0,0,0,2.439004e+05,4.100035e-06,0.790205,0,44,44,30,1
3,False,STATIC,random,50000,14285,0,256-32-6-0.50,256,32,6,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,4,0.19422,0.16335,0.26504,0.17897,0.25337,0.26224,0.03040,0.08327,0.18287,0.20557,0.20976,0.17605,0.28558,0.19598,0.26612,0.28029,0.03063,0.08431,0.19832,0.22119,0.913218,0.733333,1267256,1601808,13.18,20.00,0.000000,0.000000,0,0,0,0,0,0,2.461221e+05,4.063024e-06,0.791141,0,45,45,30,1
4,False,STATIC,random,50000,14285,0,256-32-6-0.50,256,32,6,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,4,0.19082,0.16831,0.33392,0.17871,0.25484,0.32157,0.03562,0.14286,0.17752,0.20412,0.19832,0.17181,0.28789,0.18692,0.26670,0.28259,0.02968,0.09567,0.18724,0.20941,0.956052,0.566667,1267264,1598456,14.19,21.00,0.000000,0.000000,0,0,0,0,0,0,2.418228e+05,4.135259e-06,0.792805,0,46,46,30,1
5,False,STATIC,random,50000,14285,0,256-32-6-0.50,256,32,6,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,4,0.18168,0.15497,0.30378,0.16621,0.25828,0.29428,0.03577,0.12807,0.16832,0.19503,0.20681,0.17766,0.34470,0.19284,0.26621,0.32463,0.03513,0.13178,0.19369,0.21993,0.861875,0.866667,1267144,1600264,13.00,19.00,0.000000,0.000000,0,0,0,0,0,0,2.302092e+05,4.343875e-06,0.791834,0,47,47,30,1
6,False,STATIC,random,50000,14285,0,256-32-6-0.50,256,32,6,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,4,0.17687,0.15495,0.26209,0.16553,0.23963,0.26164,0.02722,0.09611,0.16671,0.18703,0.20190,0.17485,0.34031,0.19348,0.25953,0.32253,0.03396,0.12905,0.18922,0.21457,0.855528,0.900000,1267160,1600992,13.33,19.00,0.000000,0.000000,0,0,0,0,0,0,2.241254e+05,4.461787e-06,0.791484,0,48,48,30,1
7,False,STATIC,random,50000,14285,0,256-32-6-0.50,256,32,6,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,4,0.18442,0.15868,0.43690,0.16959,0.23199,0.38191,0.05137,0.21232,0.16524,0.20360,0.21644,0.17484,0.33597,0.20176,0.32299,0.33242,0.04731,0.13066,0.19878,0.23410,0.840550,0.900000,1267192,1597896,13.15,20.00,0.000000,0.000000,0,0,0,0,0,0,2.336976e+05,4.279033e-06,0.793038,0,49,49,30,1
8,False,STATIC,random,50000,14285,0,256-32-6-0.50,256,32,6,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,4,0.18281,0.16190,0.27330,0.17226,0.23487,0.26922,0.02591,0.09695,0.17313,0.19248,0.19386,0.17737,0.27638,0.18894,0.22947,0.26499,0.02042,0.07604,0.18623,0.20148,0.911710,0.800000,1267240,1597592,14.09,22.00,0.000000,0.000000,0,0,0,0,0,0,2.316602e+05,4.316667e-06,0.793219,0,50,50,30,1
9,False,STATIC,random,50000,14285,0,256-32-6-0.50,256,32,6,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,4,0.19928,0.15439,0.48542,0.17179,0.24558,0.41623,0.06304,0.24444,0.17574,0.22282,0.23818,0.17784,0.33140,0.23332,0.30576,0.32474,0.05007,0.09142,0.21949,0.25688,0.736289,0.900000,1267176,1598952,12.48,18.00,0.000000,0.000000,0,0,0,0,0,0,2.525221e+05,3.960049e-06,0.792504,0,51,51,30,1
1,False,STATIC,sequential,1000000,285714,0,256-16-8-0.50,256,16,8,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,24,0.10130,0.09296,0.14380,0.09893,0.11002,0.13415,0.00923,0.03522,0.09785,0.10474,0.09014,0.08388,0.12489,0.08882,0.09811,0.11736,0.00753,0.02854,0.08733,0.09295,1.113834,0.033333,24792920,31996696,16.15,26.00,0.000000,0.000000,0,0,0,0,0,0,2.511441e+06,3.981778e-07,0.774859,0,43,43,30,1
10,False,STATIC,sequential,1000000,285714,0,256-16-8-0.50,256,16,8,0.500000,1050,1700,0.212000,0.212000,0.462857,0.291429,0.199000,0.300000,4,0.869430,0.051000,24,0.11458,0.10550,0.14011,0.11120,0.13433,0.13945,0.00886,0.02826,0.11127,0.11788,0.09537,0.08196,0.17904,0.09072,0.11302,0.16010,0.01712,0.06938,0.08898,0.10176,1.225695,0.066667,24793216,31978080,17.29,29.00,0.000000,0.000000,0,0,0,0,0,0,2.840700e+06,3.520260e-07,0.775319,0,52,52,30,1
